time,avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23,label
50250.0,40.5,0.5,16.33,0.47,36.0,0.0,bending1
50500.0,40.75,0.83,16.67,0.47,36.0,0.0,bending1
50750.0,40.5,0.5,17.0,0.0,36.0,0.0,bending1
51000.0,40.5,0.5,16.67,0.47,36.0,0.0,bending1
51250.0,40.67,0.47,17.0,0.0,36.0,0.0,bending1
51500.0,40.25,0.83,16.75,0.43,36.0,0.0,bending1
51750.0,40.33,0.47,17.0,0.0,36.0,0.0,bending1
52000.0,40.5,0.5,16.67,0.47,36.0,0.0,bending1
52250.0,40.0,1.0,17.0,0.0,36.0,0.0,bending1
52500.0,40.25,0.83,16.75,0.43,35.25,1.3,bending1
52750.0,40.5,0.5,17.0,0.71,36.0,0.0,bending1
53000.0,40.5,0.5,17.0,0.0,36.0,0.0,bending1
53250.0,40.5,0.5,18.0,0.0,36.0,0.0,bending1
53500.0,40.25,0.83,17.25,0.83,36.0,0.0,bending1
53750.0,40.67,0.47,17.0,0.0,36.0,0.0,bending1
54000.0,40.5,0.5,16.75,0.43,36.0,0.0,bending1
54250.0,40.5,0.5,16.0,0.0,35.25,1.3,bending1
54500.0,40.67,0.47,16.75,0.83,36.0,0.0,bending1
54750.0,40.67,0.47,17.25,0.83,36.0,0.0,bending1
55000.0,40.25,0.83,15.25,0.83,33.75,1.3,bending1
55250.0,40.33,0.47,11.33,2.49,34.5,1.5,bending1
55500.0,40.25,0.83,4.0,1.22,34.5,1.5,bending1
55750.0,40.0,1.0,4.0,1.0,34.25,1.3,bending1
56000.0,40.25,0.83,4.25,2.17,34.5,1.5,bending1
56250.0,40.25,0.83,5.75,1.3,34.5,1.5,bending1
56500.0,40.5,0.5,11.0,1.87,35.75,0.43,bending1
56750.0,40.5,0.5,10.25,2.28,33.75,1.3,bending1
57000.0,40.0,1.0,10.25,1.92,34.5,1.5,bending1
57250.0,40.0,1.0,12.0,0.71,35.5,0.87,bending1
57500.0,39.33,0.47,11.33,0.47,36.0,0.0,bending1
57750.0,40.0,1.0,9.33,3.09,34.0,1.41,bending1
58000.0,40.0,0.71,9.25,2.68,33.75,1.3,bending1
58250.0,40.0,1.0,12.0,0.0,33.75,1.3,bending1
58500.0,39.33,0.47,10.0,1.87,34.0,1.41,bending1
58750.0,39.0,0.0,15.33,3.09,36.0,0.0,bending1
59000.0,39.0,0.0,18.0,0.0,36.0,0.0,bending1
59250.0,39.0,0.0,18.0,0.0,36.0,0.0,bending1
59500.0,39.71,0.8,18.92,2.93,36.17,0.37,bending1
59750.0,39.71,0.8,18.92,2.93,36.17,0.37,bending1
60000.0,39.5,1.12,22.0,0.82,36.67,0.94,bending1
60250.0,37.25,1.3,24.0,0.0,37.5,1.5,bending1
60500.0,38.5,0.5,22.0,1.22,37.0,1.0,bending1
60750.0,38.75,0.43,21.75,0.83,35.25,1.3,bending1
61000.0,39.0,0.0,19.75,1.64,32.75,0.43,bending1
61250.0,39.0,0.0,15.5,4.27,33.75,1.92,bending1
61500.0,39.25,0.43,22.33,0.94,36.33,0.47,bending1
61750.0,39.5,0.5,24.0,0.0,36.75,0.83,bending1
62000.0,39.25,0.43,15.5,1.12,33.5,1.5,bending1
62250.0,39.33,0.47,19.5,4.39,37.0,0.82,bending1
62500.0,39.5,0.5,22.0,2.12,36.25,0.43,bending1
62750.0,39.0,0.0,17.0,1.22,36.0,0.0,bending1
63000.0,39.33,0.47,17.0,0.0,36.0,0.0,bending1
63250.0,40.5,0.5,17.75,0.43,36.0,0.0,bending1
63500.0,39.8,0.75,15.0,1.1,35.25,1.3,bending1
63750.0,39.33,0.47,12.5,2.5,36.75,0.83,bending1
64000.0,39.25,0.43,19.25,1.3,37.0,1.0,bending1
64250.0,39.0,0.0,18.5,2.29,37.0,1.0,bending1
64500.0,39.0,0.0,13.5,0.5,36.0,0.0,bending1
64750.0,39.25,0.43,15.0,2.12,36.25,0.43,bending1
65000.0,40.25,0.83,16.0,1.22,36.5,0.5,bending1
65250.0,40.75,0.83,11.67,2.36,36.0,0.0,bending1
65500.0,39.75,0.83,12.75,1.3,36.25,0.43,bending1
65750.0,39.5,0.5,12.0,2.45,36.0,0.0,bending1
66000.0,39.5,0.5,10.5,2.96,36.25,0.43,bending1
66250.0,39.25,0.43,15.25,1.79,35.25,1.3,bending1
66500.0,39.67,0.47,14.5,1.12,36.0,0.0,bending1
66750.0,39.5,0.5,9.25,4.55,36.0,0.0,bending1
67000.0,39.33,0.47,8.0,3.27,36.0,0.0,bending1
67250.0,39.33,0.47,15.0,0.82,36.0,0.0,bending1
67500.0,39.75,0.43,18.25,0.83,36.0,0.0,bending1
67750.0,40.0,1.0,16.75,1.3,36.0,0.0,bending1
68000.0,40.25,0.83,17.5,1.8,34.5,1.5,bending1
68250.0,40.5,0.5,19.33,0.47,34.5,1.5,bending1
68500.0,40.0,1.0,18.33,0.47,35.0,1.41,bending1
68750.0,39.5,0.5,20.33,0.94,36.0,0.0,bending1
69000.0,39.33,0.47,22.2,1.47,36.6,0.8,bending1
69250.0,39.0,0.0,24.0,0.0,37.33,0.94,bending1
69500.0,38.5,0.5,24.0,0.0,36.5,0.5,bending1
69750.0,38.5,0.5,23.5,0.5,36.5,0.5,bending1
70000.0,39.0,0.0,24.0,0.0,36.75,0.83,bending1
70250.0,38.33,0.47,20.67,2.36,36.0,0.0,bending1
70500.0,38.0,1.0,14.25,1.3,36.0,0.0,bending1
70750.0,38.25,0.83,16.25,1.92,36.25,0.43,bending1
71000.0,38.5,0.5,17.75,1.79,36.0,0.0,bending1
71250.0,38.0,1.0,12.25,1.09,36.0,0.0,bending1
71500.0,38.5,0.5,17.25,2.49,36.25,0.43,bending1
71750.0,38.5,0.5,23.75,0.43,36.75,0.83,bending1
72000.0,39.0,0.0,24.25,0.43,37.0,1.0,bending1
72250.0,39.0,0.0,23.67,0.47,36.67,0.94,bending1
72500.0,39.0,0.0,19.5,1.12,36.25,0.43,bending1
72750.0,39.0,0.0,21.25,1.79,36.25,0.43,bending1
73000.0,39.0,0.0,22.25,1.3,35.5,0.87,bending1
73250.0,39.0,0.0,19.67,1.25,36.0,0.0,bending1
73500.0,39.0,0.0,21.25,0.43,36.25,0.43,bending1
73750.0,39.0,0.0,23.5,0.5,36.67,0.47,bending1
74000.0,39.25,0.43,20.33,0.94,36.0,0.0,bending1
74250.0,39.0,0.0,20.0,1.0,36.33,0.47,bending1
74500.0,39.0,0.0,23.5,0.5,36.67,0.94,bending1
74750.0,39.0,0.0,24.0,0.0,37.0,1.0,bending1
75000.0,39.0,0.0,24.0,0.0,37.0,1.0,bending1
75250.0,39.0,0.0,22.67,1.25,36.33,0.47,bending1
75500.0,38.75,0.43,24.0,0.0,36.75,0.83,bending1
75750.0,39.0,0.0,25.25,0.83,37.5,1.5,bending1
76000.0,39.25,0.43,24.0,0.0,37.0,1.0,bending1
76250.0,39.25,0.43,24.75,0.83,36.5,0.5,bending1
76500.0,39.0,0.0,26.5,0.5,36.5,0.5,bending1
76750.0,38.5,0.5,27.25,0.43,36.75,0.83,bending1
77000.0,38.5,0.5,27.0,0.71,37.25,1.3,bending1
77250.0,39.0,0.0,24.75,2.28,37.75,1.3,bending1
77500.0,39.0,0.0,16.25,1.64,36.75,0.83,bending1
77750.0,39.0,0.0,12.25,2.59,36.0,0.0,bending1
78000.0,38.5,0.5,12.0,0.0,36.25,0.43,bending1
78250.0,38.25,0.83,14.0,1.58,36.0,0.0,bending1
78500.0,38.75,0.43,13.0,1.22,36.25,0.43,bending1
78750.0,39.0,0.0,18.5,1.5,36.5,0.87,bending1
79000.0,39.0,0.0,22.0,0.71,37.0,1.0,bending1
79250.0,39.5,0.5,21.25,0.43,37.0,1.0,bending1
79500.0,39.5,0.5,21.75,0.43,37.0,1.0,bending1
79750.0,39.5,0.5,23.5,0.87,37.75,1.3,bending1
80000.0,39.5,0.5,23.33,0.47,37.67,0.94,bending1
80250.0,39.5,0.5,23.75,0.43,37.75,1.3,bending1
80500.0,39.0,0.0,21.0,0.71,37.25,1.3,bending1
80750.0,39.33,0.47,22.0,1.22,37.33,0.94,bending1
81000.0,39.0,0.0,25.0,0.82,37.33,1.25,bending1
81250.0,39.0,0.0,24.0,0.0,37.5,1.12,bending1
81500.0,39.33,0.47,25.33,1.25,37.25,1.3,bending1
81750.0,39.0,0.0,25.25,1.09,38.0,1.0,bending1
82000.0,39.0,0.0,24.0,0.71,38.25,0.83,bending1
82250.0,39.0,0.0,19.0,1.73,37.0,0.71,bending1
82500.0,39.0,0.0,18.5,0.5,36.75,0.83,bending1
82750.0,39.0,0.0,21.75,2.49,38.0,1.22,bending1
83000.0,39.25,0.43,24.0,0.0,37.5,1.5,bending1
83250.0,39.0,0.0,21.67,1.7,37.0,0.82,bending1
83500.0,39.25,0.43,15.0,0.0,36.0,0.0,bending1
83750.0,39.0,0.0,19.0,2.74,36.5,0.87,bending1
84000.0,39.0,0.0,22.0,1.22,37.0,1.0,bending1
84250.0,39.0,0.0,20.0,5.34,38.0,0.82,bending1
84500.0,39.0,0.0,15.25,2.17,36.5,0.5,bending1
84750.0,39.0,0.0,21.0,1.87,36.5,0.5,bending1
85000.0,39.0,0.0,24.0,0.0,37.25,1.3,bending1
85250.0,39.0,0.0,25.25,0.43,37.75,1.3,bending1
85500.0,39.0,0.0,23.5,0.87,36.25,0.43,bending1
85750.0,39.25,0.43,24.0,0.0,36.25,0.43,bending1
86000.0,39.5,0.5,23.75,0.43,36.0,0.0,bending1
86250.0,39.0,0.0,23.75,0.43,36.0,0.0,bending1
86500.0,39.5,0.5,23.25,0.43,36.0,0.0,bending1
86750.0,39.5,0.5,23.25,0.43,36.0,0.0,bending1
87000.0,39.25,0.43,23.33,0.47,36.0,0.0,bending1
87250.0,39.25,0.43,24.0,0.0,36.33,0.47,bending1
87500.0,39.0,0.0,23.75,0.43,36.5,0.5,bending1
87750.0,39.67,0.47,24.0,0.0,37.0,0.82,bending1
88000.0,39.5,0.5,24.0,0.0,36.5,0.5,bending1
88250.0,39.25,0.43,18.5,4.33,34.5,1.5,bending1
88500.0,39.0,0.0,21.67,0.94,32.75,0.43,bending1
88750.0,39.25,0.43,19.75,2.95,32.75,0.43,bending1
89000.0,38.75,0.43,22.0,1.22,33.0,0.0,bending1
89250.0,39.0,0.0,14.75,3.7,36.0,1.87,bending1
89500.0,39.25,0.43,8.75,1.64,35.5,1.5,bending1
89750.0,39.0,0.0,12.5,1.5,33.0,0.0,bending1
90000.0,39.0,0.0,10.5,1.66,36.0,1.87,bending1
90250.0,39.25,0.43,14.0,4.64,36.0,0.0,bending1
90500.0,39.0,0.0,20.75,0.43,36.25,0.43,bending1
90750.0,39.0,0.0,18.33,2.49,35.25,1.3,bending1
91000.0,39.0,0.0,15.5,4.39,34.5,1.5,bending1
91250.0,39.0,0.0,14.0,1.58,33.75,1.3,bending1
91500.0,39.25,0.43,11.5,5.5,36.0,0.0,bending1
91750.0,39.25,0.43,15.25,1.09,36.5,0.5,bending1
92000.0,39.33,0.47,16.75,1.3,36.33,0.47,bending1
92250.0,39.25,0.43,12.75,3.77,36.5,0.5,bending1
92500.0,39.75,0.83,21.0,0.0,37.0,1.22,bending1
92750.0,39.67,0.47,16.75,1.3,35.33,1.7,bending1
93000.0,39.0,0.0,17.75,2.28,36.0,0.0,bending1
93250.0,40.75,1.09,20.75,1.09,35.25,1.3,bending1
93500.0,40.67,1.25,20.67,1.7,33.0,0.0,bending1
93750.0,39.75,0.83,18.75,0.83,32.75,0.43,bending1
94000.0,39.0,0.0,16.75,1.3,32.0,0.0,bending1
94250.0,39.25,0.43,19.0,1.0,32.5,0.5,bending1
94500.0,39.75,0.83,18.25,0.43,33.0,0.0,bending1
94750.0,39.6,0.49,13.0,2.97,32.75,0.43,bending1
95000.0,39.33,0.47,9.67,2.62,32.5,0.5,bending1
95250.0,39.25,0.43,9.67,1.7,31.75,0.43,bending1
95500.0,39.25,0.43,12.75,0.83,32.0,0.0,bending1
95750.0,39.0,0.0,11.75,1.79,32.0,0.0,bending1
96000.0,39.0,0.0,11.0,2.74,32.25,0.43,bending1
96250.0,39.5,0.5,13.75,1.09,32.75,0.43,bending1
96500.0,39.75,0.83,14.75,0.43,32.5,0.5,bending1
96750.0,39.25,0.43,13.5,1.12,32.25,0.43,bending1
97000.0,39.5,0.5,16.75,1.64,32.25,0.43,bending1
97250.0,39.25,0.43,17.0,1.22,33.0,0.0,bending1
97500.0,39.25,0.83,21.5,0.87,34.5,1.5,bending1
97750.0,38.75,0.43,22.0,0.71,35.0,1.22,bending1
98000.0,39.25,0.43,22.75,1.09,35.25,1.3,bending1
98250.0,38.33,0.47,16.33,1.7,34.5,1.5,bending1
98500.0,39.25,0.43,21.25,2.68,32.75,0.43,bending1
98750.0,39.0,0.71,22.0,0.71,33.0,0.0,bending1
99000.0,38.5,0.5,21.25,0.43,33.0,0.0,bending1
99250.0,38.75,0.43,22.0,0.0,33.0,0.0,bending1
99500.0,39.75,0.83,23.33,0.94,31.33,0.47,bending1
99750.0,40.5,0.5,23.5,0.5,30.5,0.5,bending1
100000.0,41.0,0.71,21.0,0.0,30.0,0.0,bending1
100250.0,42.0,0.0,23.33,0.47,30.5,0.5,bending1
100500.0,44.0,0.82,26.25,1.92,31.0,0.0,bending1
100750.0,45.0,0.0,29.5,0.5,30.0,0.0,bending1
101000.0,45.0,0.0,27.5,0.5,30.0,0.0,bending1
101250.0,44.67,0.47,25.67,0.47,30.0,0.0,bending1
101500.0,42.75,1.3,23.75,1.48,29.75,0.43,bending1
101750.0,42.0,0.0,21.67,0.47,29.67,0.47,bending1
102000.0,42.0,0.0,22.5,0.5,30.0,0.0,bending1
102250.0,42.0,0.0,24.0,0.0,29.75,0.43,bending1
102500.0,42.0,0.0,22.5,0.5,29.75,0.43,bending1
102750.0,42.0,0.0,21.0,0.0,30.0,0.0,bending1
103000.0,42.0,0.0,22.5,1.12,29.75,0.43,bending1
103250.0,42.5,0.5,23.25,0.43,30.0,0.0,bending1
103500.0,42.25,0.43,22.5,1.5,29.25,0.83,bending1
103750.0,42.0,0.0,21.0,0.0,29.33,0.47,bending1
104000.0,42.0,0.0,21.75,0.43,30.0,0.0,bending1
104250.0,42.0,0.0,21.5,0.5,30.0,0.0,bending1
104500.0,42.0,0.0,21.5,0.5,30.0,0.0,bending1
104750.0,42.0,0.0,21.25,0.43,30.0,0.0,bending1
105000.0,42.0,0.0,19.0,0.0,29.67,0.47,bending1
